Nom;Trigramme;Segment(s) DRG;Position géographique;Code commune;Code(s) UIC
Millau;MAU;C;44.102344, 3.07457;12145;87783001
Milly-sur-Thérain;MYH;C;49.5035256, 1.988233;60403;87313700
Miniac-Morvan;MIN;C;48.5315134, -1.914787;35179;87478131
Mionnay;MIO;C;45.8966784, 4.919752;1248;87723726
Miramas;MAS;B;43.580704, 5.000264;13063;87753004
Miraumont;MIK;C;50.0958521, 2.7344755;80549;87342030
Miribel;MIB;B;45.822088, 4.95394;1249;87723528
Mitry - Claye;MYV;B;48.97569, 2.64247;77294;87271528
Modane;MOD;B;45.193365, 6.658161;73157;87742007
Mohon;MNH;C;49.752584, 4.73313;8105;87172155
Moirans;MOA;B;45.322185, 5.581915;38239;87747329
Moirans La Galifette;MFE;B;45.324154, 5.56517;38239;87747691
Moissac;MOI;C;44.1024178, 1.077345;82112;87611889
Molsheim;MOL;B;48.53705, 7.50044;67300;87214577
Mommenheim;MOH;B;48.7561587, 7.6422273;67301;87212142
Monestier-de-Clermont;MDC;C;44.911996, 5.6339702;38242;87747592
Monéteau - Gurgy;MEG;C;47.8507856, 3.5798071;89263;87683557
Monistrol-d'Allier;MNR;C;44.9696648, 3.6500424;43136;87734335
Monnaie;MON;C;47.4987491, 0.7932851;37153;87574681
Monnerville;MWW;C;48.3484915, 2.0320595;91414;87545111
Monsempron-Libos;MLS;C;44.486631, 0.9412277;47179;87586453
Mont de Terre;MXT;C;50.6176672, 3.0966031;59350;87287128
Mont-Dauphin - Guillestre;MOG;C;44.6746283, 6.6156027;5052;87763508
Mont-de-Marsan;MMR;B;43.884898, -0.50466;40192;87671016
Mont-Louis - La Cabanasse;MTC;C;42.5020902, 2.1131379;66027;87784793
Mont-sur-Meurthe;MMT;C;48.5599456, 6.4496444;54383;87141143
Montaigu;MTV;B;46.983705, -1.316236;85146;87481465
Montaigut-le-Blanc;MUF;C;46.1367425, 1.7339815;23132;87597674
Montargis;MSR;A;48.006862, 2.742783;45208;87684001
Montastruc-la-Conseillère;MCL;B;43.715985, 1.5979;31358;87615369
Montataire;MOO;C;49.2510365, 2.4362155;60414;87276618
Montauban Ville Bourbon;MBN;A;44.014387, 1.341496;82121;87611244
Montauban-de-Bretagne;MDT;B;48.190241, -2.052675;35184;87471086
Montaudran;MQN;C;43.5734591, 1.4804356;31555;87612010
Montaut Bétharram;MHZ;C;43.1269731, -0.1982813;64400;87672113
Montbard;MBA;B;47.618747, 4.33616;21425;87713131
Montbarrey;MXB;C;47.0359922, 5.6366081;39350;87718866
Montbartier;MNG;C;43.9241555, 1.264501;82123;87611699
Montbazon;MNZ;C;47.2917191, 0.7214769;37154;87571406
Montbéliard;MBD;B;47.5105086, 6.8013763;25388;87184523
Montbizot;MBZ;C;48.151513, 0.1908607;72205;87396044
Montbrison;MOB;C;45.604454, 4.078282;42147;87726448
Montceau-les-Mines;MMI;C;46.6706636, 4.3610264;71306;87694620
Montchanin;MCH;C;46.7592649, 4.4814867;71310;87694307
Montdidier;MTD;B;49.64147, 2.563;80561;87313346
Monte-Carlo Country Club;CCC;C;7.44821, 43.75438;6104;87338590
Montélimar;MTR;B;44.559079, 4.744792;26198;87764001
Montendre;MMM;C;45.2805457, -0.3961726;17240;87491183
Montereau;MTU;B;48.379934, 2.942972;77305;87682302
Montérolier - Buchy;MBY;C;49.6031854, 1.3347457;76445;87411454
Montescourt-Lizerolles;MCU;C;49.7380842, 3.2519756;2504;87296418
Monteux;MTX;C;44.0374619, 4.9947813;84080;87765818
Montfavet;MFT;C;43.932635, 4.873943;84007;87765412
Montferrand - Thoraise;MFH;C;47.1847414, 5.9074815;25397;87718106
Montfort-l'Amaury - Méré;MLM;B;48.80224, 1.8153507;78389;87393892
Montfort-le-Gesnois;MLG;C;48.0405657, 0.4064237;72241;87396291
Montfort-sur-Meu;MFS;B;48.138878, -1.949141;35188;87471078
Montgeron - Crosne;KRW;B;48.708094, 2.462224;91421;87682104
Montgeroult - Courcelles;MKU;C;49.0805828, 2.0034959;95422;87381160
Monthermé;MME;B;49.865621, 4.74053;8081;87172056
Montigny - Beauchamp;MBP;B;49.00758, 2.19767;95051;87276089
Montigny-en-Ostrevent;MYO;B;50.36151, 3.18829;59414;87345306
Montigny-sur-Loing;MKN;B;48.33661, 2.738561;77312;87684100
Montlaur;MKJ;C;43.4752405, 1.5776454;31384;87618207
Montlouis-sur-Loire;NTU;C;47.3915307, 0.8173987;37156;87571273
Montluçon;MLN;B;46.338101, 2.596159;3185;87641001
Montluçon Rimard;NTL;C;46.3355913, 2.6115119;3185;87323675
Montluel;MLU;B;45.84777, 5.057503;1262;87723569
Montmédy;MDY;C;49.5228775, 5.3716718;55351;87194209
Montmélian;MML;B;45.503059, 6.043289;73171;87741181
Montmoreau;MMA;C;45.3982987, 0.1380013;16294;87583674
Montmorillon;MMN;C;46.4174979, 0.8737467;86165;87575480
Montoir-de-Bretagne;MDB;C;47.3210164, -2.1616777;44103;87481713
Montpaon;MNP;C;43.8685236, 3.1097221;12155;87781534
Montpellier Saint-Roch;MPL;A;43.604738, 3.880674;34172;87773002
Montpellier Sud de France;MSF;A;43.594787, 3.924623;34172;87688887
Montpon-Ménestérol;MPI;B;45.006326, 0.159328;24294;87595322
Montrabé;MTB;C;43.6450204, 1.5240482;31389;87611848
Montréjeau - Gourdan-Polignan;MTJ;B;43.078109, 0.5735;31224;87611152
Montreuil;MFL;B;48.8067323, 2.1511693;78646;87382879
Montreuil sur Mer;MOM;C;50.4661948, 1.7691662;62588;87317164
Montreuil-Bellay;MBL;C;47.1254181, -0.1482834;49215;87487637
Montreuil-sur-Ille;MSI;B;48.307292, -1.674155;35195;87478032
Montreuil-sur-Thérain;MTF;C;49.38152, 2.2002529;60685;87316406
Montreux-Vieux;MVX;C;47.6178576, 7.0253947;68215;87184275
Montrichard;MRD;C;47.3437658, 1.1717596;41151;87574855
Montroc le Planet;MKZ;C;45.996415, 6.9345425;74056;87746867
Montrond-les-Bains;MRB;C;45.644429, 4.248814;42149;87726885
Montry - Condé;MYD;C;48.8908268, 2.8262345;77315;87116400
Monts;MSD;B;47.2818, 0.65448;37159;87575035
Montsoult - Maffliers;MSO;B;49.06611, 2.32229;95430;87276493
Montsûrs;MSW;C;48.14149, -0.5506416;53043;87478537
Montville;MVE;B;49.551284, 1.070046;76245;87411801
Moosch;MWH;C;47.8607454, 7.0507631;68217;87182592
Morannes;MNS;C;47.7390902, -0.4179693;49220;87484170
Morbier;MKE;C;46.5392164, 6.0176446;39367;87715433
Morcenx;MCX;B;44.033565, -0.90864;40197;87673103
Moret - Veneux-les-Sablons;MOR;B;48.37838, 2.79941;77491;87682278
Moreuil;MRE;B;49.77699, 2.47582;80570;87313320
Morez;MRZ;C;46.5262166, 6.023578;39368;87715441
Morgny-la-Pommeraye;MGN;C;49.5232183, 1.2478526;76453;87411439
Morhange;MHG;C;48.9366239, 6.6590266;57483;87192286
Morières-lès-Avignon;MVG;C;43.9414696, 4.9082052;84081;87765420
Morlaix;MXR;B;48.57797, -3.832514;29151;87474338
Mormant;MRT;B;48.613564, 2.88881;77317;87116087
Morre;MOE;C;47.2259417, 6.0673029;25410;87391300
Mortcerf;MOF;B;48.7892191, 2.9075554;77318;87116244
Morteau;MTO;B;47.053727, 6.604653;25411;87718619
Morvillars;MOV;C;47.54952, 6.93511;90072;87184424
Mothern;MQW;C;48.9347327, 8.1615803;67305;87212456
Motteville;MOT;C;49.6365717, 0.8497988;76456;87411280
Mouans-Sartoux;MUU;B;43.620318, 6.974114;6084;87401323
Mouchard;MCD;B;46.976911, 5.799644;39370;87718833
Moulin Galant;MJW;B;48.58626, 2.47332;91174;87681403
Moulins sur Allier;MSA;B;46.561346, 3.338842;3190;87696328
Moulis - Listrac;MUL;C;45.0840273, -0.7447365;33297;87581231
Moult - Argences;MTA;C;49.1111851, -0.1864355;14456;87444190
Mourmelon-le-Petit;MLP;C;49.1313076, 4.3180982;51389;87174409
Mouroux;MXK;C;48.8139949, 3.0423421;77320;87116285
Moustéru;MUW;C;48.5074512, -3.2435052;22013;87473512
Moûtiers - Salins - Brides-les-Bains;MOS;B;45.486344, 6.531425;73181;87741728
Mouy - Bury;MUY;B;49.32045, 2.32635;60116;87313577
Moyeuvre-Grande;MGK;C;49.246713, 6.043226;57491;87191718
Muhlbach-sur-Munster;MHK;C;48.0246077, 7.0875666;68223;87182733
Muizon;MIZ;C;49.2781012, 3.8915287;51391;87171298
Mulhouse;MSE;A;47.742224, 7.342396;68224;87182063
Mulhouse Dornach;MDQ;B;47.74713, 7.308477;68224;87182055
Mulhouse Musées;MMU;C;47.75136, 7.29478;68224;87534339
Mulhouse Zu Rhein Tram-Train;MZR;C;47.743561, 7.317015;68224;87472639
Mullerhof;MFX;C;48.52451, 7.3119577;67500;87214643
Munchhausen;MHQ;C;48.9237982, 8.1409912;67308;87212449
Mundolsheim;MUM;C;48.6447732, 7.721389;67309;87212100
Munster;MUT;B;48.0383438, 7.1341728;68226;87182394
Munster Badischhof;MUB;C;48.0390754, 7.1528861;68226;87386540
Murat;MUR;C;45.1091483, 2.8696045;15138;87645481
Muret;MET;B;43.464824, 1.324449;31395;87611038
Musée d'Orsay;MDS;B;48.86079, 2.325671;75107;87547307
Mussidan;MUS;B;45.034329, 0.354071;24299;87595298
Mutzig;MTZ;B;48.5337753, 7.4621581;67313;87214585
Naintré;NIB;C;46.7595303, 0.4963446;86174;87575175
Najac;NAJ;C;44.221802, 1.9761625;12167;87613463
Namps - Quevauvillers;NAQ;C;49.8082274, 2.1053184;80582;87313379
Nançois - Tronville;NAE;C;48.7180423, 5.2912016;55519;87175067
Nancy;NCY;A;48.689861, 6.174583;54395;87141002
Nangis;NAN;B;48.561336, 3.012619;77327;87116095
Nanterre La Folie;NFE;B;48.897377, 2.224397;92050;87386011
Nanterre Université;NUN;B;48.90122, 2.2158277;92050;87386318
Nantes;NTS;A;47.216148, -1.542356;44109;87481002
Nanteuil - Saâcy;NAU;B;48.9738082, 3.2200172;77397;87116558
Nanteuil-le-Haudouin;NHY;B;49.14275, 2.79459;60446;87271577
Nantiat;NNA;C;46.0056192, 1.1563734;87103;87592444
Narbonne;NBN;A;43.190387, 3.00591;11262;87781104
Naucelle;NCE;C;44.1854793, 2.363504;12169;87615732
Neau;NEA;C;48.1574807, -0.4766725;53163;87478545
Négrondes;NEG;C;45.3460288, 0.8611999;24308;87595132
Nemours - Saint-Pierre;NSP;B;48.267884, 2.685754;77431;87684126
Nérondes;NDS;C;46.9996897, 2.8221695;18160;87576454
Nerpuy;NPY;C;46.7834177, 0.5256884;86174;87575167
Nesle;NES;C;49.7639147, 2.9089882;80585;87313486
Neufchâteau;NCH;C;48.3583428, 5.6904018;88321;87141291
Neufchâtel-Hardelot;NHA;C;50.62364, 1.643115;62604;87317099
Neuillé-Pont-Pierre;NPP;C;47.5580135, 0.5649155;37167;87571547
Neuilly - Porte Maillot;NPT;B;48.877983, 2.284516;75117;87381020
Neuilly Porte Maillot RER E;NEP;B;;75117;87731448
Neussargues;NEU;C;45.1253044, 2.9791866;15141;87645507
Neuves-Maisons;NAS;C;48.6147666, 6.1078904;54397;87141507
Neuvic;NVC;C;45.0999632, 0.4450162;24309;87595272
Neuville Université;NUE;B;49.01426, 2.07886;95450;87334482
Neuville-sur-Sarthe;NER;C;48.0705577, 0.1997294;72217;87396028
Neuvy-Pailloux;NPO;C;46.883564, 1.8642473;36140;87597070
Nevers;NVS;A;46.987282, 3.150743;58194;87696005
Nevers Le Banlay;NVB;C;47.0068974, 3.1636746;58194;87559070
Nexon;NNF;C;45.6915692, 1.1784396;87106;87592725
Nézel - Aulnay;NZL;C;48.9387638, 1.8405298;78451;87381731
Nice;NIC;A;43.704556, 7.261904;6088;87756056
Nice Pont Michel;NPM;C;43.72175, 7.29144;6088;87590299
Nice Riquier;NIR;B;43.705554, 7.290175;6088;87756353
Nice Saint-Augustin;NIA;B;43.670728, 7.216199;6088;87756254
Niederbronn-les-Bains;NLB;B;48.9523989, 7.6341348;67324;87213256
Nieppe;NPE;C;50.6966975, 2.8289655;59431;87287151
Nieul;NEW;C;45.9273896, 1.1723974;87107;87592410
Nîmes;NMS;A;43.832291, 4.365845;30189;87775007
Nîmes Pont du Gard;NIM;A;43.81681, 4.50768;30155;87703975
Niolon;NLO;C;43.340223, 5.2569415;13088;87753582
Niort;NRT;A;46.319491, -0.454639;79191;87485300
Niversac;NEC;C;45.1383083, 0.8082195;24439;87595512
Nœux-les-Mines;NOX;C;50.48297, 2.67393;62617;87342139
Nogent - Le Perreux;NLP;B;48.838846, 2.494331;94052;87113746
Nogent-l'Artaud - Charly;NAA;B;48.968872, 3.3220981;2555;87116566
Nogent-le-Rotrou;NGR;B;48.3255926, 0.8103045;28280;87394296
Nogent-sur-Seine;NOG;B;48.49783878, 3.49372888;10268;87118190
Nogent-sur-Vernisson;NGI;C;47.8527938, 2.7375773;45229;87684274
Nointel - Mours;NOJ;B;49.1327, 2.28066;95452;87276758
Noisy-le-Roi;NIO;B;48.8415189, 2.0618388;78455;87393876
Noisy-le-Roi 2;NIO;B;48.8415189, 2.0618388;78455;87733659
Noisy-le-Sec;NSY;B;48.896288, 2.459306;93053;87113217
Noizay;NIY;C;47.4096869, 0.8959456;37171;87574368
Nomain;NOM;C;50.5023744, 3.2063499;59435;87286609
Nonancourt;NCO;C;48.7757257, 1.1929162;27438;87393553
Nort-sur-Erdre;NSE;B;47.4419243, -1.5033645;44110;87481598
Nortkerque;NKQ;C;50.8829544, 2.0231501;62621;87287292
Notre-Dame de Briançon;NAB;C;45.5393185, 6.4687785;73187;87741694
Notre-Dame-d'Oé;NDA;C;47.4595668, 0.7070252;37172;87574699
Nouan-le-Fuzelier;NOF;C;47.5337788, 2.0330957;41161;87543157
Nouvion-sur-Meuse;NSM;C;49.6973135, 4.794973;8327;87172213
Nouzonville;NOU;C;49.8120125, 4.7428155;8328;87172023
Novéant-sur-Moselle;NEN;B;49.028635, 6.052101;57515;87192427
Novillars;NOV;C;47.2839618, 6.1327011;25429;87718411
Noyal - Acigné;NOC;B;48.1187915, -1.5277646;35207;87471540
Noyelles-sur-Mer;NOE;C;50.1875408, 1.7045772;80600;87317396
Noyen-sur-Sarthe;NON;C;47.8744544, -0.0981755;72223;87396374
Noyon;NOY;B;49.57736, 3.00641;60471;87276782
Nozières - Brignon;NOZ;C;43.9760134, 4.2072916;30046;87775353
Nuits sous Ravières;NUR;C;47.7291142, 4.211186;89280;87713156
Nuits-Saint-Georges;NUI;B;47.130545, 4.956204;21464;87713529
Nurieux-Volognat;NEX;C;46.1842195, 5.5327486;1267;87743351
Obermodern-Zutzendorf;OBM;B;48.8426083, 7.547015;67347;87213165
Obernai;OBE;B;48.46219, 7.48881;67348;87214288
Objat;OBT;C;45.2647335, 1.4068293;19153;87594630
Oderen;ODE;C;47.9118756, 6.9734829;68247;87182634
Oermingen;OER;C;49.0003724, 7.1317322;67355;87215632
Ogeu-les-Bains;OLB;C;43.153939, -0.5076467;64421;87672709
Oissel;OSL;B;49.34306, 1.101799;76484;87411207
Olette - Canaveilles;OLE;C;42.55472, 2.2719309;66125;87784728
Ollioules - Sanary-sur-Mer;OLL;B;43.122586, 5.824979;83090;87755231
Olonne-sur-Mer;OSM;C;46.5486605, -1.76738;85166;87486431
Oloron-Sainte-Marie;OLN;C;43.1947669, -0.6122826;64422;87672725
Ondres;OND;C;43.5685809, -1.4571793;40209;87673319
Onville;ONV;C;49.01367, 5.97909;54410;87192435
Onzain - Chaumont-sur-Loire;OZA;B;47.492, 1.18595;41167;87574319
Orange;OGE;B;44.137304, 4.819594;84087;87765107
Orangis Bois de l'Épine;OBP;B;48.63626, 2.407736;91521;87681346
Orchamps;ORA;C;47.1500962, 5.659147;39396;87718361
Orchies;ORC;B;50.47705, 3.24888;59449;87286583
Orgerus - Béhoust;OGB;B;48.8267809, 1.7028344;78465;87393447
Orgon;ORG;C;43.7859131, 5.0456738;13067;87753707
Orléans;ORL;A;47.90796, 1.904666;45234;87543009
Orly Ville;OYI;B;48.741815, 2.40265;94054;87546200
Ormoy-Villers;ORM;C;49.2003204, 2.8379502;60479;87271585
Orry-la-Ville - Coye;ORY;B;49.13895, 2.49;60482;87276279
Ors;ORZ;C;50.1031718, 3.626754;59450;87295667
Orthez;ORT;B;43.484242, -0.76776;64430;87672253
Osny;OSN;B;49.06283, 2.05771;95476;87381145
Ossès - Saint-Martin-d'Arrossa;OSS;C;43.2352119, -1.3048922;64490;87673707
Ostricourt;OIC;B;50.44542, 3.03244;59452;87345249
Oudon;ODK;C;47.3433655, -1.291992;44115;87481184
Ouges;OUS;C;47.2559157, 5.0727895;21473;87712604
Oullins;OUL;B;45.7166261, 4.8135793;69149;87722207
Ourscamp;OUA;C;49.5341405, 2.9540017;60492;87276774
Oyonnax;OYO;C;46.259742, 5.653338;1283;87743534
Ozoir-la-Ferrière;OZF;B;48.77072, 2.689841;77350;87116020
Pagny-le-Château;PYK;C;47.0462492, 5.2010538;21475;87713669
Pagny-sur-Meuse;PYM;C;48.6965426, 5.7336468;55398;87175828
Pagny-sur-Moselle;PMO;B;48.9852003, 6.0250346;54415;87192468
Paimpol;PIP;C;48.77694, -3.0460958;22162;87473868
Pamiers;PMS;B;43.116207, 1.619451;9225;87611343
Pamproux;PAP;C;46.3996295, -0.051931;79201;87485524
Pantin;PAN;B;48.898096, 2.400685;93055;87113209
Paray-le-Monial;PLM;B;46.447312, 4.113744;71342;87694687
Parc des Expositions;PEX;B;48.97334, 2.51382;93078;87271486
Parempuyre;PPY;C;44.9447032, -0.6193396;33312;87581710
Parent - Coudes - Champeix;PCC;C;45.6139737, 3.2178245;63269;87734194
Paris Austerlitz;PAZ;B;48.842285, 2.364891;75113;87547026
Paris Austerlitz 2;PAZ;A;48.842285, 2.364891;75113;87547000
Paris Bercy Bourgogne - Pays d'Auvergne;PBY;A;48.83917, 2.38278;75112;87686667
Paris Est;PES;A;48.876742, 2.358424;75110;87113001
Paris Gare de Lyon;PLY;B;48.844888, 2.37352;75112;87686030
Paris Gare de Lyon 2;PLY;A;48.844888, 2.37352;75112;87686006
Paris Gare du Nord;PNO;A;48.880185, 2.355151;75110;87271007
Paris Gare du Nord 2;PNO;B;48.880185, 2.355151;75110;87271023
Paris Gare du Nord 3;PNO;A;48.880185, 2.355151;75110;87271031
Paris Montparnasse;PMP;A;48.841172, 2.320514;75115;87391011
Paris Montparnasse 2;PMP;A;48.841172, 2.320514;75115;87391003
Paris Montparnasse 3;PMP;A;48.841172, 2.320514;75115;87391102
Paris Saint-Lazare;PSL;A;48.876242, 2.325331;75108;87384008
Parsac - Gouzon;PCG;C;46.1986154, 2.1744416;23149;87597724
Pas des Lanciers;PDL;C;43.409655, 5.253822;13054;87753285
Pau;PAU;A;43.291762, -0.369626;64445;87672006
Pauillac;PAC;C;45.2038438, -0.7551342;33314;87581256
Paulhaguet;PLH;C;45.2101978, 3.5004445;43232;87734293
Pavilly;PSB;B;49.563897, 0.950644;76495;87411272
Peltre;PTE;C;49.073877, 6.2220476;57534;87192203
Penhoët;SZP;C;47.2907444, -2.2008664;44184;87321745
Penne-d'Agenais;PNE;C;44.3799858, 0.8029779;47203;87586438
Penthièvre;PTW;C;47.5580254, -3.1330754;56234;87476424
Péreire - Levallois;PRR;B;48.8853581, 2.2979465;75117;87381012
Pérenchies;PHI;C;50.66697, 2.97729;59457;87286278
Périgueux;PXR;B;45.187408, 0.707879;24322;87595009
Pernes - Camblain;PEC;C;50.4802048, 2.4310823;62197;87342550
Perpignan;PPN;A;42.696292, 2.879779;66136;87784009
Perrignier;PEG;C;46.303259, 6.4249208;74210;87745620
Pers;PEK;C;44.887025, 2.2403887;15150;87645176
Persan - Beaumont;PEB;B;49.14795, 2.27914;95487;87276469
Pertuis;MEK;C;43.6845547, 5.5037023;84089;87751362
Pessac;PSC;B;44.80461, -0.63185;33318;87581751
Pessac Alouette;ATF;B;44.793355, -0.65965;33318;87581793
Petit Jouy - Les Loges;PJZ;C;48.770943, 2.1470148;78343;87393504
Petit Vaux;PVY;B;48.675859, 2.3339755;91216;87393652
Petit-Croix;PZC;C;47.6101045, 6.9947414;90071;87184267
Peyrehorade;PRH;C;43.5468102, -1.1157577;40224;87672337
Peyrilhac - Saint-Jouvent;PYJ;C;45.9596182, 1.1699844;87118;87592428
Pezou;PEZ;C;47.8673364, 1.1408714;41175;87574541
Phalempin;PHA;B;50.5154, 3.0199;59462;87286500
Pibrac;PBR;C;43.621364, 1.289237;31417;87611830
Picon Busserine;XPC;C;43.3309989, 5.3927456;13214;87759290
Picquigny;PIQ;C;49.9461557, 2.1432765;80622;87313106
Pierre-Bénite;PRB;C;45.7066772, 4.8245059;69152;87722231
Pierre-Buffière;PIB;C;45.6995226, 1.3472667;87119;87592253
Pierrefitte - Stains;PRF;B;48.96409, 2.37213;93059;87271163
Pierrefitte - Stains T11;PFE;B;;93059;87697326
Pierrelatte;PRL;B;44.374719, 4.703783;26235;87764308
Pierrelaye;PRY;B;49.01955, 2.15371;95488;87276097
Pignans;PIG;C;43.298475, 6.2248459;83092;87755389
Pihen-lès-Guînes;PHV;C;50.8727855, 1.7845632;62657;87316679
Pins-Justaret;PJT;B;43.479213, 1.399645;31421;87618116
Plaisir - Grignon;PGS;B;48.8316509, 1.9432973;78490;87393421
Plaisir - Les Clayes;PIE;B;48.8304565, 1.9600537;78490;87393629
Plancoët;PLA;C;48.5216785, -2.2289207;22172;87473272
Pléchâtel;PCT;C;47.8719509, -1.7763615;35221;87471177
Plénée-Jugon;PLJ;C;48.376656, -2.3546108;22185;87473082
Plerguer;PGE;C;48.5314637, -1.8505895;35224;87478123
Plestan;PLE;C;48.4256462, -2.4424607;22193;87473090
Pleudihen-sur-Rance;PUH;C;48.4993822, -1.9617515;22197;87478149
Pleyber-Christ;PBC;C;48.5078255, -3.8825543;29163;87474320
Plouaret Trégor;PLT;C;48.6062816, -3.4668231;22207;87473181
Plouharnel - Carnac;PLC;C;47.6042943, -3.1184482;56168;87476416
Plouigneau;PGU;C;48.5647064, -3.7100572;29199;87474411
Plounérin;PNR;C;48.5816298, -3.5682311;22227;87473199
Plouvara - Plerneuf;PPF;C;48.508585, -2.8925136;22234;87473132
Podensac;POD;C;44.6489664, -0.3589057;33327;87582734
Pointe de Grave;PDG;C;45.567067, -1.0658575;33544;87581397
Poissy;PSY;B;48.9329014, 2.0413676;78498;87386573
Poitiers;PST;A;46.582275, 0.333241;86194;87575001
Poix-de-Picardie;PDP;C;49.7778561, 1.9897767;80630;87313395
Poix-Terron;PIX;C;49.6500011, 4.6365346;8341;87172171
Poliénas;POS;C;45.256006, 5.4735849;38310;87761742
Poligny;PGN;C;46.8443393, 5.7001051;39434;87718189
Polliat;PLF;C;46.24464, 5.1238268;1301;87725846
Pomas;PMA;C;43.1123875, 2.2892273;11293;87615146
Pompey;PPE;C;48.77304, 6.13061;54430;87141788
Pons;PNP;C;45.5780767, -0.5389124;17283;87491100
Pont Cardinet;PTC;B;48.88755, 2.31425;75117;87381111
Pont d'Ardres;PRD;C;50.8920781, 1.9712144;62038;87281410
Pont de Bois;PPB;C;50.62403, 3.13026;59009;87286831
Pont de Briques;PRS;C;50.6828164, 1.6268038;62746;87317115
Pont de Dore;PDO;C;45.8427833, 3.4903254;63276;87734459
Pont de l'Alma;PDM;B;48.8625705, 2.3010287;75107;87393041
Pont de la Deûle;PDD;C;50.39813, 3.08503;59234;87345207
Pont de Lignon;PJL;C;45.2597792, 4.1372431;43025;87726786
Pont de Rungis Aéroport d'Orly;PRU;B;48.748163, 2.372792;94073;87546192
Pont de Sallaumines;PSJ;C;50.4157922, 2.8632044;62771;87345124
Pont du Garigliano - Hôpital Européen Georges Pompidou;BVI;B;48.839464, 2.2712276;75115;87393322
Pont Petit;PPT;B;49.06004, 2.13046;95572;87276154
Pont-à-Mousson;PAM;B;48.90058, 6.050842;54431;87141820
Pont-à-Vendin;PAV;C;50.4713812, 2.8751938;62666;87345264
Pont-d'Ain;PDA;C;46.053961, 5.3343285;1304;87743120
Pont-de-Buis;PBU;C;48.2544024, -4.0861227;29302;87474056
Pont-de-l'Arche;PAR;C;49.3170928, 1.1596559;27008;87415661
Pont-de-Veyle;PEL;C;46.2679114, 4.8930347;1134;87725804
Pont-du-Château;PCV;C;45.7885543, 3.2377829;63284;87734087
Pont-l'Évêque;PVQ;C;49.2870379, 0.1921947;14514;87444349
Pont-Remy;PRM;C;50.0472341, 1.8988404;80635;87313130
Pont-Saint-Esprit;PET;C;44.25352683371548, 4.643263286805847;30202;87764555
Pont-Saint-Vincent;PSV;C;48.6023732, 6.1031502;54432;87141523
Pont-Sainte-Maxence;PXE;B;49.30974, 2.60289;60509;87276329
Pont-sur-Yonne;PUY;C;48.286287, 3.201463;89309;87683136
Pontanevaux;PNX;C;46.2130321, 4.7728891;71090;87725721
Pontarlier;PTL;B;46.900944, 6.353524;25462;87715003
Pontchaillou;PCI;B;48.11918, -1.69107;35238;87471391
Pontcharra - Saint-Forgeux;PNF;C;45.8714911, 4.4927781;69157;87721464
Pontcharra sur Bréda;PCA;B;45.434151, 6.007917;38314;87747493
Pontchâteau;PCU;B;47.435399, -2.088201;44129;87481846
Pontgouin;PNN;C;48.477867, 1.1414359;28302;87394247
Ponthierry - Pringy;POP;B;48.534933, 2.54459;77407;87682526
Pontmort;PMT;C;45.939486, 3.1601248;63068;87734103
Pontoise;PSE;B;49.04709, 2.09545;95500;87276139
Pontorson - Mont-Saint-Michel;PON;C;48.5527286, -1.5049307;50410;87478263
Pontrieux;PUX;C;48.7056437, -3.1574281;22250;87473843
Pontrieux Halte;PXH;C;48.6980361, -3.1644959;22250;87473835
Porchefontaine;POA;B;48.7969381, 2.1540156;78646;87393165
Pornic;PNC;B;47.1145616, -2.0975565;44131;87481283
Pornichet;PNI;B;47.2705354, -2.3445765;44132;87481747
Port Boulet;PBT;B;47.248836, 0.155648;37074;87571794
Port-Brillet;PTT;C;48.1106724, -0.9740682;53182;87478750
Port-de-Bouc;PDB;C;43.4071317, 4.9846006;13077;87753459
Port-de-Piles;PPJ;C;47.0102599, 0.5989179;37045;87575076
Port-la-Nouvelle;PLN;C;43.0199342, 3.0388188;11266;87781062
Port-Saint-Père - Saint-Mars;PXS;C;47.1164915, -1.7393069;44133;87481218
Port-Sainte-Marie;PSM;C;44.2504383, 0.3905059;47210;87586107
Port-Vendres;POV;C;42.5136077, 3.1025762;66148;87784264
Porte de Clichy;PCL;B;48.89399, 2.31462;75117;87111278
Porté-Puymorens;PPM;C;42.539136, 1.8248462;66146;87611509
Portet Saint-Simon;PSS;B;43.527904, 1.389243;31433;87611400
Portets;PRV;C;44.6929765, -0.4253931;33334;87582718
Pougny - Chancy;PJY;C;46.1446674, 5.9613614;1308;87745380
Pougues-les-Eaux;PSU;C;47.0767837, 3.0940304;58214;87696211
Pouilly-sur-Loire;PYL;C;47.2821696, 2.9660634;58215;87696179
Pouxeux;PXX;C;48.1039421, 6.5810266;88358;87144428
Pouzauges;PZK;C;46.7523536, -0.8146784;85140;87487314
Prades - Molitg-les-Bains;PDS;C;42.6170988, 2.4294184;66149;87784637
Précy-sur-Oise;PYO;C;49.2033492, 2.3764638;60513;87276410
Preignac;PRG;C;44.5783064, -0.3022296;33337;87582767
Presles Courcelles;PRQ;B;49.11346, 2.28759;95504;87276501
Prin-Deyrançon;PND;C;46.2190177, -0.6365007;79220;87485268
Pringy;PGY;C;45.9395239, 6.1232736;74010;87746206
Prissé-la-Charrière;PIH;C;46.15277, -0.4936249;79078;87485359
Prouvy - Thiant;PRT;C;50.3167933, 3.4610838;59475;87343418
Provenchères-sur-Fave;PVF;C;48.3046291, 7.0854904;88361;87144345
